         1247635 function calls (1225710 primitive calls) in 1.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/base.py:1697(ExtensionOpsMixin)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/datetimelike.py:162(_period_dispatch)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/internals/blocks.py:2123(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/tarfile.py:573(_StreamProxy)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/computation/scope.py:123(Scope)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:1041(__next__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/collections.py:1176(PolyCollection)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:704(add_parse_action)
       11    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/results.py:211(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:171(__set_name__)
        9    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/signal.py:49(decorator)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/holidays/calendars/hebrew.py:12(<module>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:495(find_distributions)
       24    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:383(plus_or_dot)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/selectors.py:216(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_utils/_inspect.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/__init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/datetimelike.py:1583(DatelikeOps)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/arrays/numeric.py:47(NumericDtype)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/excel/_odfreader.py:28(ODFReader)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/font_manager.py:982(FontManager)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/projections/geo.py:249(AitoffTransform)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/mpl_toolkits/mplot3d/art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/zoneinfo/_tzpath.py:31(_parse_python_tzpath)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:704(__mul__)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/results.py:337(get)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/backend_tools.py:29(Cursors)
        1    0.000    0.000    0.021    0.021 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/mpl_toolkits/mplot3d/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/pathlib.py:324(compile_pattern)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/errors.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/systems.py:173(invalidate_members)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:9(Gcf)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1452(find_distributions)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/ops/mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/sql.py:2026(SQLiteTable)
        9    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/util.py:357(copy)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/mpl_toolkits/mplot3d/art3d.py:641(Path3DCollection)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.006    0.006 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:348(_after_init)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/scale.py:754(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/posixpath.py:373(abspath)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/pathlib.py:136(<setcomp>)
        9    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_pytesttester.py:76(__init__)
       14    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/_common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/internals/blocks.py:1828(ExtensionBlock)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/packaging/version.py:36(_Version)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/textwrap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/PIL/ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/_utils/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/offsetbox.py:906(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/polynomial/hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/parser/isoparser.py:42(isoparser)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/accessor.py:216(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexing.py:1467(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/figure.py:73(_AxesStack)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/axis.py:2527(YAxis)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/container.py:5(Container)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/testing/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/projections/polar.py:188(InvertedPolarTransform)
       34    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:1915(recurse)
       14    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/contextlib.py:376(__init__)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/email/feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/sysconfig.py:341(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3415(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/tri/_triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/colorsys.py:75(rgb_to_hls)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexes/timedeltas.py:33(TimedeltaIndex)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3450(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:5765(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/pathlib.py:486(_make_selector)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/definitions.py:251(<genexpr>)
       14    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/formats/info.py:841(TableBuilderVerboseMixin)
       16    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/traceback.py:282(__len__)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/platform.py:785(uname_result)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pytz/tzinfo.py:18(memorized_timedelta)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/dtypes/generic.py:46(_subclasscheck)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/arrays/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/_version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/definitions.py:92(Definition)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/logging/__init__.py:1675(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:2043(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/_mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/patches.py:4394(ConnectionPatch)
       26    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/tri/_trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/tseries/api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/numerictypes.py:229(obj2sctype)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:2274(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/colors.py:1216(Normalize)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:2486(Keyword)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/widgets.py:3051(ToolHandles)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/pathlib.py:384(gethomedir)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/unicode.py:70(alphas)
       10    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:374(validate_fontweight)
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/dateutil/rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:8376(_convert2ma)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/indexing.py:1126(_LocIndexer)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/tools/right.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/formatting.py:225(format_default)
        3    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/quantity.py:156(check_dask_array)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/pfstate/__init__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/holidays/calendars/persian.py:12(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/context.py:197(Context)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/systems.py:106(Group)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/systems.py:367(__init__)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/__init__.py:645(RcParams)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/colorsys.py:98(hls_to_rgb)
        8    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/functools.py:840(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/rcsetup.py:266(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/transforms.py:1153(LockableBbox)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:5770(postParse)
        9    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/_version.py:177(git_versions_from_keywords)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/ma/core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:1601(ContextRegistry)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:1976(SystemRegistry)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/backend_managers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/nanops.py:1073(_nanminmax)
        1    0.000    0.000    0.001    0.001 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:1677(_build_cache)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/tri/_tritools.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/io/excel/_xlrd.py:19(XlrdReader)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:4245(MatchFirst)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/matplotlib/patches.py:1073(Polygon)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/lib/mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/linalg/linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:1305(PandasDtype)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/babel/plural.py:535(_Compiler)
       12    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/registry.py:2052(get_group)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pint/_vendor/flexcache.py:248(DiskCache)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/cffi/model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/PIL/GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3922(And)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/tools/stamp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/Library/CloudStorage/OneDrive-LichtBlickSE/Desktop/portfolyo/portfolyo/portfolyo/core/pfline/decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/polynomial/hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/importlib/metadata.py:41(EntryPoint)
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:116(__diag__)
       22    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pyparsing/core.py:3514(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/pandas/_config/config.py:860(is_nonnegative_int)
        5    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/typing.py:1350(runtime_checkable)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
        1    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/selectors.py:203(__exit__)
       16    0.000    0.000    0.000    0.000 /Users/alina.voilova/miniconda3/envs/env-portfolyo/lib/python3.9/site-packages/numpy/core/_dtype.py:24(_kind_name)
